name,candidate_id,age,gender,no_children,emp_card_id
David Carey,935004,34.0,Female,1,8040
Marissa Marsh,899407,42.0,Male,2,4660
Murray Thompson,925634,45.0,Male,,
Keith Kain,900783,48.0,Male,1,9762
Kristen Rahman,914591,38.0,Male,2,
Duane Williams,933825,29.0,Male,1,
Lewis Matthews,927714,35.0,Male,1,
Toya Mattie,931740,31.0,Female,0,
Monserrate Whitesides,942756,42.0,Female,,2540
Angelia Goldberg,938202,30.0,Female,0,
Darius Sharr,937677,30.0,Female,0,
Kenneth Dengler,918890,40.0,Female,1,5343
Kathleen Kochheiser,897273,55.0,Male,2,5784
William Young,911941,32.0,Male,2,
Catherine Abernathy,916076,42.0,Male,,
Dorothy Sizemore,909188,46.0,Male,1,2002
Ruth Rose,919380,30.0,Female,0,
Catherine Dick,925558,45.0,Male,2,
Russell Specht,920703,29.0,Female,0,
Iris Garcia,942016,39.0,Male,1,
Jesse Suniga,927703,38.0,Male,2,
Jeffrey Markham,896995,51.0,Male,1,5782
Magan Stucky,930443,24.0,Female,0,
Allan Johnson,914605,41.0,Male,2,
Jeremy Bergevin,914566,39.0,Male,,
Debra Miller,916518,40.0,Male,1,
Edward Smith,922869,33.0,Female,0,
Elizabeth Taylor,902161,41.0,Male,0,
Susan Carey,940197,43.0,Male,2,
Jeffrey Davis,905395,36.0,Male,,
Kimberly Franks,910516,47.0,Male,3,4187
Cora Warren,935425,27.0,Female,0,
Elaina Gutierrez,920680,30.0,Female,0,
Luis Anderson,930953,25.0,Female,0,
Dan Chizmar,922812,31.0,Female,0,
Ruth Simple,927814,37.0,Male,2,
Steven Morales,935696,23.0,Female,0,
Scott Coleman,911345,38.0,Male,2,
Harry Goodspeed,921166,27.0,Female,0,
Joseph Johnson,904484,43.0,Male,1,
Amanda Laborde,914419,54.0,Male,2,9479
Dana Davis,924575,50.0,Male,2,1477
Larry Sparks,925414,40.0,Male,1,
Norma Niemczyk,937749,28.0,Female,0,
Eric Clanton,923665,52.0,Male,1,
Donald Gallian,942541,45.0,Female,,7190
Robert Hunter,900993,57.0,Male,2,4532
Amanda Hayworth,944802,28.0,Female,0,
Rachel Mikesell,896905,48.0,Male,0,1400
Dennis Mckinley,907887,58.0,Male,1,3610
Timothy Martin,916121,39.0,Male,1,
Christopher Heffernan,931200,29.0,Female,0,
Edith Lyles,903269,30.0,Male,1,
Sophia Pariente,944521,29.0,Female,0,
Norma Alford,901267,54.0,Male,2,
Anna Moore,938324,27.0,Female,0,
Albert Mcvey,917827,37.0,Female,,7102
Lisa Tippetts,904618,37.0,Male,2,
Bonita Young,931458,27.0,Female,0,
Jenny Obrien,917310,41.0,Female,2,8642
Glenn Winkle,946135,23.0,Female,0,
Christopher Huerta,915364,39.0,Male,2,
Richard Harvey,945276,20.0,Female,0,
Brian Pokorney,903556,40.0,Male,2,
Roderick Walsh,928091,43.0,Female,2,8833
Gabriel Sticht,917225,40.0,Female,,141
Carl Harris,909049,59.0,Male,2,3398
Mark Dao,927229,42.0,Male,1,
William Watson,937621,36.0,Female,0,
Paul Sims,925077,37.0,Male,1,
Kay Yeakley,920202,40.0,Female,0,
Donna Moffat,943565,33.0,Female,0,
Lou Mcdowell,935984,19.0,Female,0,
Chester Burlew,909576,45.0,Male,1,1933
Frank Odell,899345,47.0,Male,2,716
Charles Rexrode,935046,49.0,Female,2,1031
John Garnett,903666,38.0,Male,1,
William Holton,906722,31.0,Female,0,
Ethel Kurz,910233,34.0,Male,1,8653
Judith Whalen,907235,42.0,Male,1,4263
Charles King,928513,39.0,Female,1,6207
Richard Thomas,913658,47.0,Male,1,1601
Kristina Bialaszewski,919779,25.0,Female,0,
Corey Felipe,907134,48.0,Male,,2753
Thomas Baranowski,925912,35.0,Male,2,
Richard Hail,910026,52.0,Male,,9401
Thomas Strong,908211,52.0,Male,1,2956
Rose Colon,930057,18.0,Female,0,
Brenda Nguyen,896557,46.0,Male,1,9011
William Buxton,935464,24.0,Female,0,
Michael Morlock,931817,23.0,Female,0,
Andrew Brown,944541,37.0,Female,0,
Bernard Benn,944587,31.0,Female,0,
Betty Hepler,919348,29.0,Female,0,
Minerva Hunt,911552,23.0,Male,0,
Hope Samuelson,945349,33.0,Female,0,
Sarah Robinson,931016,31.0,Female,2,
Carmen Dear,904726,36.0,Male,,
Tracey Burks,933581,38.0,Male,1,
Christopher Burch,911526,41.0,Male,2,
Angella Lanier,940230,44.0,Male,2,
Muriel Gilliam,913288,52.0,Male,2,2682
Jennifer Hua,906785,50.0,Male,2,4508
Angela Opland,908156,45.0,Male,1,7906
Jean Hays,920216,33.0,Female,0,
John Lacomb,909117,49.0,Male,2,2246
Charles Shelton,943892,29.0,Female,0,
Linda Greenwood,934641,35.0,Female,0,
Pamela Familia,908685,44.0,Male,,6037
Valerie Thurman,935645,27.0,Female,0,
Katherine Hubbard,920209,15.0,Female,0,
Minnie Doctor,933875,44.0,Male,1,
Kelly Perez,934840,41.0,Female,,264
Brian Rudzik,917060,36.0,Female,2,391
Phyllis Tanner,941051,47.0,Male,2,
Jenny Stahl,911402,40.0,Male,0,
Lawrence Sanders,944033,31.0,Female,2,
Marcus Bordner,928162,40.0,Female,1,7619
Salvador Medford,899754,52.0,Male,0,3248
Jennifer Eaton,914539,27.0,Male,1,
Timothy Ramos,932164,46.0,Male,2,1909
Harold Scheffel,912101,33.0,Male,2,
Maureen Maione,934387,39.0,Female,1,564
Keith Calloway,941393,38.0,Male,2,
Denise Wiliams,939578,45.0,Male,2,
Lori Blevins,905596,39.0,Female,2,6749
Richard Ruff,912401,34.0,Male,1,
Jennifer Thiele,916681,36.0,Male,0,
Charles Martin,942729,44.0,Female,1,5642
Staci Mcgovern,924705,51.0,Male,,
Elsie Davis,905217,43.0,Male,2,
Jason Manning,904667,35.0,Male,,
Liz Vaughn,944867,35.0,Female,0,
Eun Jones,925162,38.0,Male,2,
Sally Smithson,935329,27.0,Female,,
Jerri Diaz,939416,42.0,Male,1,
Stella Wyant,920099,26.0,Female,1,
Lee Kirschner,899276,51.0,Male,,1838
Lauretta Meyer,936100,26.0,Female,0,
Kelly Orrick,920335,28.0,Female,0,
Lois Bennett,905678,39.0,Female,2,1092
Dorothy Peete,936276,29.0,Female,0,
Angie Harris,943543,33.0,Female,0,
Daniel Green,935713,36.0,Female,0,
Deadra Richard,907266,55.0,Male,2,901
Jessica Turner,908034,52.0,Male,1,7865
Alice Cook,916412,39.0,Male,2,
Robert Sample,904752,36.0,Male,2,
Michael Specht,906834,46.0,Male,,6721
Melissa Williams,932681,40.0,Male,1,
Carolyn Lewis,938960,45.0,Male,1,
Jimmie Singleton,916138,51.0,Male,0,
Tracie Warner,929493,38.0,Female,0,
Alberta Halm,930331,28.0,Female,0,
Marina Goodwin,926075,41.0,Male,1,
William Moody,943733,29.0,Female,0,
Anna Dodimead,899140,46.0,Male,2,6697
Elvira Sammon,919388,24.0,Female,0,
Thomas Bishop,902939,48.0,Male,,
Jose Greene,931083,30.0,Female,0,
Robin Smith,899969,51.0,Male,1,6821
Steven Guebert,919947,23.0,Female,0,
Scott Williams,940977,33.0,Male,2,
Vincent Pelland,904139,36.0,Male,1,
Alice Baker,912605,38.0,Male,1,
Timothy Garcia,920442,38.0,Female,0,
William Chang,936050,35.0,Female,0,
Shanna Browder,930778,35.0,Female,0,
Gerald Rosen,907908,48.0,Male,1,8939
Mark Petillo,942125,32.0,Male,1,
Kareem Vance,945946,32.0,Female,0,
Letha Denn,896843,50.0,Male,0,3622
Edgar Saccucci,908801,44.0,Male,2,6217
Bobbie Salerno,933878,32.0,Male,2,
Gregory Boyce,926546,36.0,Male,1,
Julie Parish,916823,37.0,Female,2,9429
Orlando Lira,925294,39.0,Male,2,
James Redway,898064,46.0,Male,,2060
Danny Fitzgerald,945145,35.0,Female,0,
Daniel Weibel,939439,33.0,Male,2,
Tom Perdomo,928242,33.0,Female,2,8079
Kathy Peoples,906313,39.0,Female,1,
Pedro Ortiz,904951,45.0,Male,0,
Armando Connell,935185,37.0,Female,0,
Malcolm Lim,924437,50.0,Male,3,6967
Dolores Maffei,943477,26.0,Female,,
Adam Atherton,927209,39.0,Male,1,
Hans Garcia,938821,37.0,Male,1,
Samantha Mcgillivray,902151,31.0,Male,1,
Marguerite Wilson,915393,38.0,Male,2,
Dorothy Horst,944154,34.0,Female,0,
Haydee Price,904874,37.0,Male,1,
Milton Hernandez,932636,45.0,Male,2,
Crystal Hurst,928037,38.0,Female,,6482
Tad Jackson,897142,47.0,Male,,6068
Kathleen Mayeux,915279,47.0,Male,2,
Helen Coard,929841,22.0,Female,0,
Connie Ritacco,917135,39.0,Female,2,3849
Sean March,933386,36.0,Male,2,
Paul Murley,897060,50.0,Male,1,5990
Mary Brandi,937737,33.0,Female,0,
Frances Vincent,905026,38.0,Male,2,
Patty Tung,902786,31.0,Male,2,
Steven Maldonado,920840,28.0,Female,0,
Andrew Bowie,910899,46.0,Male,0,
Corinne Lamantia,931431,29.0,Female,0,
Timothy Hudson,922179,14.0,Female,0,
Linwood Martinez,913099,32.0,Female,0,
Mildred Kamen,913884,45.0,Male,,5476
Walter Cunningham,912318,34.0,Male,,
Esteban Bailey,943372,33.0,Female,1,
Robert Joyner,918548,45.0,Female,1,6259
Alicia Mangon,915513,43.0,Male,1,
Kristin Gibbs,899955,43.0,Male,1,9711
Megan Adams,942722,38.0,Female,0,1974
Janet Young,920313,33.0,Female,0,
Joseph Johnson,918762,41.0,Female,1,9583
Mary York,944931,30.0,Female,0,
Justin Duffy,901169,50.0,Male,2,7135
Natividad Perrella,901593,51.0,Male,0,9122
Charles Borucki,915737,39.0,Male,,
Blanca Vincent,913674,55.0,Male,1,4694
James Overcash,913085,35.0,Female,0,
Cari Wohlert,943427,30.0,Female,0,
Johnny Keitsock,917717,53.0,Female,,799
Troy French,939588,37.0,Male,1,
Wanda Lane,916162,34.0,Male,1,
Donna Reese,944157,27.0,Female,0,
Jaime Wells,900091,55.0,Male,1,
John Haller,941579,38.0,Male,2,
Brandon Nickel,912086,40.0,Male,0,
John Destephen,934615,29.0,Female,1,236
Jason Campbell,908131,41.0,Male,3,6954
Lindsey Poulin,920873,23.0,Female,0,
Alissa Austin,931442,28.0,Female,0,
Kathy Williams,946023,30.0,Female,0,
Joanne Ezell,928466,33.0,Female,2,2410
Michael Smith,926634,48.0,Male,,
Alfred Nixon,940958,37.0,Male,2,
Thomas Griffin,945220,25.0,Female,0,
Michale Hufton,914550,50.0,Male,2,
Steven Powell,943303,29.0,Female,0,
Joel Stoeckel,898689,53.0,Male,,1215
Gerald Padilla,933518,41.0,Male,1,
Loretta Casas,932724,40.0,Male,2,
Robert Ray,912640,33.0,Male,1,
Jim Johnson,932872,42.0,Male,,
Harriet Quiggle,897186,54.0,Male,,2774
Magdalena Scurry,911477,39.0,Male,1,
Ricardo Walls,913373,56.0,Male,3,9637
William Brown,905200,36.0,Male,1,
Kellie Emery,939253,38.0,Male,1,
Hazel Rich,931318,29.0,Female,0,
Monica Williams,927130,39.0,Male,2,
Derrick Stickley,914510,43.0,Male,,
Kristen May,916954,39.0,Female,2,5752
Rose Lovins,926809,39.0,Male,3,
Philip Smith,942100,45.0,Male,1,
Tanya Bell,941852,36.0,Male,2,
Roger Jefferson,914746,34.0,Male,2,
Carl Clark,926427,43.0,Male,2,
Joshua Roberts,935888,24.0,Female,2,
Albert Slayton,906644,28.0,Female,0,
Samuel Brinson,914860,40.0,Male,1,
James Emerick,943640,32.0,Female,0,
Scottie Moore,898672,49.0,Male,1,9859
Matthew Lee,919264,24.0,Female,0,
Roger Hein,910189,44.0,Male,2,5621
Jamie Yates,900714,54.0,Male,,
Jason Minjares,912609,41.0,Male,2,
Joselyn Young,915432,34.0,Male,,
Jimmy Gallegos,901649,43.0,Male,2,3926
Jamie Moran,935642,25.0,Female,0,
Earl Alexander,936556,22.0,Female,0,
Mark Cooper,913531,50.0,Male,3,
Jimmy Mark,934658,37.0,Female,3,
Mary Smith,912161,45.0,Male,2,
Gregory Scholl,924839,37.0,Male,1,
Thomas Scheffler,908998,52.0,Male,1,3680
Thomas Loeb,906719,33.0,Female,0,
Walker Richard,938291,33.0,Female,0,
Brian Vannatten,908344,48.0,Male,1,3551
Mary Lemon,898716,54.0,Male,1,
Edwin Langeness,905143,33.0,Male,2,
Stacy Payne,905027,47.0,Male,1,
Charles Flores,941937,30.0,Male,2,
Gabriel Jansen,936125,21.0,Female,0,
Debbi Tibolla,928301,42.0,Female,,5164
Julie Hendrick,939896,48.0,Male,2,
Billy Mikkelsen,931166,28.0,Female,0,
Shanae Kurohara,901236,42.0,Male,,3827
Annemarie Morrow,935739,36.0,Female,0,
Trisha Hering,930713,26.0,Female,0,
Alberto Davis,926450,46.0,Male,2,
Craig Hawn,936566,28.0,Female,0,
Alice Ross,903683,29.0,Male,2,
Kim Elliott,912051,42.0,Male,1,
Phyllis Willoughby,916135,42.0,Male,2,
Viola Andersen,901651,48.0,Male,1,2984
David Guthmiller,903625,37.0,Male,1,
Paul Stilson,901222,51.0,Male,1,7166
Rose Orvis,926432,31.0,Male,1,
Virginia Adcock,922777,27.0,Female,0,
Howard Keeney,935016,46.0,Female,2,
Joann Janow,903347,35.0,Male,1,
Manuel Roca,925308,44.0,Male,1,
Wendy Kearney,933755,41.0,Male,,
William Mcdonald,897634,33.0,Male,1,8482
Alton Enderle,922239,30.0,Female,0,
Judith Redhead,902870,41.0,Male,1,
Beverley Vanleer,943855,40.0,Female,0,
Kenny Lizotte,942566,43.0,Female,,
Phillip Raybuck,913676,43.0,Male,2,2325
Wanda Mcclaine,944193,30.0,Female,1,
Lora Goodlett,916865,29.0,Female,2,2312
Stephan Goss,943872,33.0,Female,0,
Don Ellis,916250,51.0,Male,1,
Jason Vincent,908265,61.0,Male,1,2886
Rena Jaquess,913451,52.0,Male,1,8801
Antonio Hayes,933467,35.0,Male,2,
Sandra Johnson,915744,41.0,Male,2,
Stephanie Navarro,922043,29.0,Female,0,
David Osborne,939584,34.0,Male,,
Yahaira Almeida,925777,41.0,Male,0,
Nicholas Harris,942861,23.0,Female,2,
Jean Mcdowell,918951,36.0,Female,1,2464
Vicky William,916460,48.0,Male,,
Myrtie Olivares,945021,27.0,Female,1,
Amalia Budds,912082,38.0,Male,2,
Sandra Maine,905023,37.0,Male,2,
Jamison Adams,908759,47.0,Male,,2360
Jarrod Smith,907037,55.0,Male,1,1957
Theresa Miley,944513,19.0,Female,0,
Johnnie Li,897413,58.0,Male,1,5539
Beverly Miron,901602,52.0,Male,1,
David June,929184,40.0,Female,2,
Hector Upright,932789,47.0,Male,1,
Robert Brennan,901985,44.0,Male,,8384
Matthew Rimple,912759,49.0,Male,1,
Elizabeth Morris,897149,49.0,Male,2,1472
Jeff Rosa,928475,31.0,Female,3,7668
William Sturgeon,905223,34.0,Male,2,
Linda Mcdonald,944346,23.0,Female,0,
Deborah Dann,934378,37.0,Female,1,1258
Clyde Jackson,903372,36.0,Male,,
Bertha Mcdonough,899279,49.0,Male,2,4189
Nick Dahl,924495,47.0,Male,1,708
Alexander Brown,897568,45.0,Male,1,1413
Esperanza Jacobs,924064,49.0,Male,2,6503
Alton Cowell,933756,38.0,Male,2,
Margaret Frederick,934931,42.0,Female,2,5186
Wayne Thomas,945990,25.0,Female,0,
Mary Dvorak,906634,24.0,Female,0,
Ernestine Foy,910336,46.0,Male,,9747
James Norman,925038,42.0,Male,2,
Kathy Gibbs,903530,41.0,Male,1,
Jose Love,945584,35.0,Female,0,
Laura Anderson,935730,26.0,Female,0,
Richard Cooper,903187,45.0,Male,1,
Brenda Holcomb,930938,27.0,Female,0,
Danielle Gardner,943678,39.0,Female,0,
Jay Mcintyre,940027,37.0,Male,1,
Ramon Klima,944176,33.0,Female,0,
Terry Castillo,922905,32.0,Female,0,
James Brown,944659,21.0,Female,0,
Freddie Hall,943886,28.0,Female,0,
Erika Benavides,903291,41.0,Male,2,
James Berger,903221,34.0,Male,1,
Michelle Ramirez,936538,35.0,Female,0,
Dora Sears,927026,39.0,Male,2,
James Richards,928555,44.0,Female,2,8216
Martha Wheeles,935821,40.0,Female,0,
Francesca Shakir,907674,41.0,Male,1,5519
Kerry Haigh,920259,36.0,Female,0,
Justin Beard,932659,45.0,Male,,
Carolyn Zima,897371,43.0,Male,,4406
Lowell Ferguson,905787,35.0,Female,1,7700
Theodore Morehead,935187,32.0,Female,0,
Helen Hamblin,903101,39.0,Male,1,
Stephen Acklin,916184,43.0,Male,2,
Susan Gray,944549,27.0,Female,1,
Jamie Igtanloc,943997,29.0,Female,0,
Andrew Vierk,916168,49.0,Male,1,
Maria Blake,927188,33.0,Male,,
Elizabeth Coulter,904760,39.0,Male,1,
James Burnside,946241,24.0,Female,0,
Shane Dalton,919215,34.0,Female,0,
Robert Cole,899559,54.0,Male,2,9221
Casey Trevino,928204,31.0,Female,2,4105
Jason Jolly,921952,19.0,Female,0,
Loreen Albano,898298,46.0,Male,1,4690
Andrew Kimball,912348,50.0,Male,2,
Martin Klett,925726,40.0,Male,1,
Freddie Amundsen,936730,32.0,Female,0,
Carolyn Sanchez,900372,41.0,Male,2,1132
Dorthy Armistead,932394,52.0,Male,1,5655
Becky Levine,905104,32.0,Male,,
Anthony Tristan,911638,45.0,Male,1,
Felecia Evans,938091,35.0,Female,0,
Lori Peterson,938475,42.0,Male,1,8195
Michael Ross,920036,31.0,Female,0,
George Higgins,919463,29.0,Female,1,
Cory Corbett,913767,46.0,Male,2,8721
Amber Ryan,915880,42.0,Male,,
Rafael Obrien,899397,54.0,Male,1,5265
Steven Streetman,932265,44.0,Male,2,7022
Katrina Trickett,919233,39.0,Female,3,
Blake Cropper,900740,44.0,Male,,2019
Scott Woods,927917,39.0,Female,,7146
Bruno Calliste,905992,37.0,Female,2,3149
Brandon Dowling,913432,53.0,Male,1,5071
Hazel Williams,905926,36.0,Female,,5997
Dana Brand,913948,50.0,Male,2,4522
Paula Stadler,924346,51.0,Male,,5274
Nicol Swanson,936589,27.0,Female,0,
Christine Hansbrough,923623,52.0,Male,,3349
Michael Palen,931975,51.0,Male,,
Thomas Hill,938129,29.0,Female,0,
Wendi Mcgee,934107,38.0,Female,,7590
Theresa Johnson,935629,29.0,Female,0,
Francine Jones,924345,43.0,Male,2,4296
Edward Mclelland,911983,34.0,Male,1,
Mabel Holcomb,915320,39.0,Male,0,
Eun Wallace,938331,28.0,Female,0,
Mark Holgerson,906980,49.0,Male,1,
Brian Race,939648,42.0,Male,1,
Roy Alvear,932731,38.0,Male,1,
Robert Snyder,908337,52.0,Male,,13
Jeffrey Hampton,936315,32.0,Female,,
Margarita Mcknight,942649,44.0,Female,1,4644
Seth Thomason,909283,45.0,Male,2,2427
Tim Gautam,918105,46.0,Female,,5364
Howard Reeves,909736,60.0,Male,1,6423
Bruce Christmas,900782,48.0,Male,2,1633
Barbara Matthews,938257,24.0,Female,0,
Debra Tennison,925033,36.0,Male,2,
Susan Roland,920526,29.0,Female,1,
Christopher Collins,898357,45.0,Male,2,5910
Clara Laplante,929544,26.0,Female,0,
Helen Norman,927720,32.0,Male,,
Jay Gibbs,940762,35.0,Male,2,
Sandra Ball,907349,59.0,Male,2,6495
Shelton Lindstrom,934446,38.0,Female,1,2049
Sharon Slay,927452,47.0,Male,,
Mark Fields,936001,26.0,Female,0,
Jordan Lockwood,918168,38.0,Female,,7155
Gladys Ball,921691,33.0,Female,0,
Frank Luciano,917315,43.0,Female,2,3979
Cory Cola,945207,33.0,Female,1,
Michael Burrell,912212,41.0,Male,2,
Cassandra Barnes,913356,50.0,Male,,1266
Rene Gassen,896509,49.0,Male,,9404
Vernice Horowitz,912468,45.0,Male,2,
Brandy Tobin,930811,31.0,Female,0,
Brian Galea,934748,40.0,Female,,6884
Mary Carrillo,909724,64.0,Male,2,2602
David Covington,939868,38.0,Male,2,
Sara Kenny,921618,34.0,Female,0,
Jessica Robinson,920949,28.0,Female,0,
Foster Gurule,928375,47.0,Female,,6526
Jason Tullio,902956,46.0,Male,2,
Edward Dennis,919336,26.0,Female,0,
Monica Kloke,900115,54.0,Male,1,4475
Robert Klug,907391,49.0,Male,,1100
Nathaniel Matney,930424,35.0,Female,0,
Stacy Woodall,910808,33.0,Male,,
Jennifer Benn,902225,47.0,Male,2,
Paula Mcilwain,904647,43.0,Male,1,
Matthew Gregory,915845,44.0,Male,1,
Eva Turnbull,943965,21.0,Female,0,
Frank Gambone,902695,22.0,Male,1,
Andrew Young,934548,44.0,Female,1,4861
Gerald Claar,932977,36.0,Male,3,
Rose Bowers,944287,34.0,Female,0,
Lance Hill,923957,44.0,Male,2,2714
Jack Trimpe,925483,43.0,Male,2,
Moises Pettit,938501,59.0,Male,,27
Betty Robinson,936054,28.0,Female,2,
Darryl Sullivan,925179,34.0,Male,,
Michael Enriquez,907805,54.0,Male,2,8776
Corey May,928673,38.0,Female,2,1971
Chester Vasquez,917762,30.0,Female,1,
Pamela Noel,913525,56.0,Male,,
Sharron Evans,914021,54.0,Male,3,1145
Cindi Burke,909146,52.0,Male,,287
Kirk Canty,913072,39.0,Female,,8331
David Ferguson,932776,48.0,Male,1,
Elizabeth Kelly,901092,47.0,Male,2,9882
Robert Stevenson,928511,38.0,Female,2,5866
Virginia Nettles,922723,33.0,Female,2,
Brandon Estrada,918465,39.0,Female,2,8474
Dustin Foxman,943013,28.0,Female,0,
Gus Lowery,912920,41.0,Female,3,2473
Rafael Arsenault,899985,45.0,Male,2,2116
Valeria Yeend,917849,47.0,Female,1,6682
Tess Neidich,924827,47.0,Male,1,
Janel Kenner,930821,36.0,Female,0,
Scott Naef,903740,39.0,Male,0,
Antonio Stevens,916988,45.0,Female,1,4424
Myrtle Choiniere,919437,27.0,Female,0,
Linda Cook,933889,35.0,Male,1,
Elizabeth Akers,932766,40.0,Male,1,
Jennifer Rebuck,922266,27.0,Female,0,
Dorothy Hatley,937647,39.0,Female,0,
Wendy Jones,899141,55.0,Male,,7824
Patrick Berringer,897683,48.0,Male,1,3115
Joseph Eaton,906648,32.0,Female,0,
Lauren Pierce,927705,47.0,Male,1,
Cameron Woods,936238,29.0,Female,0,
Jeffery Boulton,916958,39.0,Female,2,
Sharon Wetzel,915410,32.0,Male,1,
Todd White,907276,44.0,Male,2,2025
Louise Simmonds,910418,42.0,Male,1,8896
Jennifer Altamirano,938492,47.0,Male,1,8965
Henry Waits,945120,26.0,Female,0,
Cynthia Hansen,917524,28.0,Female,1,
James Scrabeck,920548,27.0,Female,0,
Danielle Beamon,917270,34.0,Female,1,8623
Holly Quinn,944669,32.0,Female,0,
Geoffrey Shaddix,914538,29.0,Male,2,
Lawerence Hubbard,904749,45.0,Male,1,
Eddie Velez,925091,41.0,Male,2,
Eloise Mccormick,931719,16.0,Female,1,
Kimberly Smith,899389,52.0,Male,2,7492
Jon Duncan,920507,22.0,Female,0,
Scott Barnes,918703,40.0,Female,,4890
Ana Naylor,920732,35.0,Female,0,
Kelvin Pridemore,911139,32.0,Male,2,
Hal Oxendine,916776,39.0,Female,1,
Brian Silverberg,900500,55.0,Male,3,2839
John Simmons,946185,32.0,Female,0,
Cecelia Juliana,918067,37.0,Female,2,1949
Jeanne Perez,914115,52.0,Male,,483
Robert Wenstrom,898078,53.0,Male,2,896
Timothy Stringer,906549,45.0,Female,0,
Gertrude Travis,914805,39.0,Male,1,
Heather Olivarez,946165,24.0,Female,0,
Brian Miller,933146,40.0,Male,1,
Russell Duponte,912616,32.0,Male,,
Stephen Ramos,940921,49.0,Male,1,
Leone Green,920648,40.0,Female,0,
Amy Arias,929222,31.0,Female,1,1193
David Sutton,946126,30.0,Female,0,
Lance Christie,923872,47.0,Male,2,2811
Tony Patrick,899001,43.0,Male,2,5321
Helen Winfrey,914018,47.0,Male,2,5749
Geneva Price,908333,46.0,Male,,4808
Eric Ludgate,912254,44.0,Male,1,
Leona Chong,935144,33.0,Female,0,
Edward Williams,928895,36.0,Female,1,9745
Brandie England,898126,46.0,Male,1,7186
Christopher Hill,942558,38.0,Female,1,3240
Patti Pedersen,938255,26.0,Female,0,
Roy Hufft,912280,35.0,Male,1,
Eugene Edgar,945331,25.0,Female,0,
Michael Stephens,937479,39.0,Female,2,
Jacqueline Fontenot,935034,42.0,Female,1,7576
Walter Crow,907631,63.0,Male,2,7478
Michael Talton,908425,45.0,Male,,7903
Amy Nelson,936456,34.0,Female,0,
Paul Hardy,899726,54.0,Male,1,687
Muriel Aquino,899375,49.0,Male,,5605
Juana Smith,941337,38.0,Male,2,
Solomon Hayes,923984,50.0,Male,,2605
Marcella Roberts,944271,18.0,Female,0,
Barbara Alvez,901239,48.0,Male,1,
Frank Mccollum,943331,29.0,Female,0,
Mattie Haygood,915991,44.0,Male,2,
John Day,944153,27.0,Female,3,
Christopher Rice,902844,45.0,Male,2,
Judy Slowe,906496,36.0,Female,2,2639
Barbara Saborido,931702,31.0,Female,0,
Crystal Perez,905655,37.0,Female,1,7607
